nombre_ruta_semantica,cluster_fisico_id,hotspot_id,latitude,longitude,total_camiones,avg_permanencia_min,avg_conduccion_horas,avg_conduccion_post_horas,opportunity_score,top_3_origenes,top_3_destinos
Murcia - Songonera la Seca - Murcia - Covera,19,hs_0,37.87222609178602,-1.0917998074781925,1,54.9,0.4,0.5,0.082,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,20,hs_140,37.976856,-1.1771987,2,41.7,0.0,0.3,0.065,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,21,hs_1,37.97918166649245,-1.1542512174932587,1,10.2,0.1,0.2,0.017,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,22,hs_1,37.97918166649245,-1.1542512174932587,2,0.0,0.1,0.1,0.03,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,23,hs_214,38.0071822,-1.3388849,3,35.0,0.2,0.4,0.095,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,24,hs_20,37.6050074882613,-0.9822946155772079,4,308.2,0.6,0.4,0.411,"Murcia - Songonera la Seca (4 camiones, 100.0%)","Murcia - Covera (4 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,25,hs_1,37.97918166649245,-1.1542512174932587,2,97.7,0.0,0.3,0.121,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,25,hs_41,37.86604881403345,-1.1294690649560328,1,34.3,0.3,0.3,0.054,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,26,hs_0,37.87222609178602,-1.0917998074781925,1,242.4,0.3,0.2,0.262,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,26,hs_1,37.97918166649245,-1.1542512174932587,1,56.7,0.1,0.2,0.063,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,26,hs_42,37.89208408424453,-1.051619826966166,1,279.4,0.4,0.0,0.306,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,27,hs_1,37.97918166649245,-1.1542512174932587,1,19.1,0.0,0.3,0.019,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,27,hs_17,37.807002712240546,-1.0016995608631607,1,110.2,0.4,0.3,0.137,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,28,hs_105,37.57331235770141,-0.9573680431495168,2,15.5,0.6,0.4,0.079,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,28,hs_20,37.6050074882613,-0.9822946155772079,2,19.8,0.6,0.5,0.083,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,29,hs_1,37.97918166649245,-1.1542512174932587,2,15.6,0.1,0.2,0.046,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,29,hs_128,37.82709941158428,-1.136564050046288,1,12.9,0.2,0.3,0.026,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,30,hs_1,37.97918166649245,-1.1542512174932587,2,38.3,0.1,0.0,0.068,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,30,hs_139,37.70871121521102,-0.9904464645498455,1,546.4,0.5,0.3,0.333,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,30,hs_41,37.86604881403345,-1.1294690649560328,1,43.5,0.4,0.2,0.07,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,31,hs_1,37.97918166649245,-1.1542512174932587,4,29.1,0.1,0.3,0.106,"Murcia - Songonera la Seca (4 camiones, 100.0%)","Murcia - Covera (4 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,32,hs_1,37.97918166649245,-1.1542512174932587,2,24.1,0.2,0.2,0.061,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,33,hs_1,37.97918166649245,-1.1542512174932587,2,16.3,0.1,0.1,0.046,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,34,hs_1,37.97918166649245,-1.1542512174932587,1,12.6,0.1,0.4,0.019,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,34,hs_107,37.72971684573434,-1.1027568965055925,1,80.6,0.4,0.3,0.107,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,35,hs_1,37.97918166649245,-1.1542512174932587,2,30.7,0.0,0.3,0.054,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,36,hs_1,37.97918166649245,-1.1542512174932587,1,433.7,0.2,0.7,0.313,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,36,hs_183,37.819275826372724,-1.0284178570787041,1,10.9,0.7,0.2,0.058,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,37,hs_1,37.97918166649245,-1.1542512174932587,2,19.9,0.1,0.2,0.05,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,37,hs_137,37.77147135294118,-1.072579005882353,1,30.0,0.3,0.1,0.05,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,37,hs_173,37.7140304,-1.086404,1,28.6,0.5,0.0,0.062,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,37,hs_41,37.86604881403345,-1.1294690649560328,1,14.4,0.2,0.2,0.028,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,38,hs_1,37.97918166649245,-1.1542512174932587,1,10.5,0.1,0.2,0.017,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,38,hs_35,37.845952120730885,-1.1365858141545975,1,10.2,0.3,0.2,0.03,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,39,hs_1,37.97918166649245,-1.1542512174932587,1,26.7,0.0,0.4,0.027,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,39,hs_25,37.754998515486726,-1.1071124053588988,1,27.6,0.4,0.1,0.054,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,40,hs_54,37.740480354603434,-0.9530494206505419,2,365.9,0.6,0.2,0.364,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,41,hs_20,37.6050074882613,-0.9822946155772079,1,125.4,0.6,0.3,0.165,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,42,hs_0,37.87222609178602,-1.0917998074781925,1,10.9,0.3,0.0,0.031,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,42,hs_123,37.836208126839345,-1.1018347656187437,1,67.6,0.3,0.0,0.088,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,43,hs_11,37.80561295795971,-0.8391029067357102,3,57.5,0.6,0.3,0.145,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,44,hs_102,37.75452933228008,-1.0436462856836357,1,18.0,0.4,0.2,0.045,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,44,hs_20,37.6050074882613,-0.9822946155772079,1,87.7,0.7,0.5,0.134,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,45,hs_1,37.97918166649245,-1.1542512174932587,2,23.1,0.0,0.7,0.047,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,45,hs_71,37.727588308780895,-1.1699777539724054,1,547.3,1.0,0.2,0.367,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,46,hs_1,37.97918166649245,-1.1542512174932587,2,36.7,0.1,0.6,0.067,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,47,hs_1,37.97918166649245,-1.1542512174932587,1,33.5,0.1,0.2,0.04,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,48,hs_17,37.807002712240546,-1.0016995608631607,1,11.7,0.4,0.3,0.038,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,48,hs_41,37.86604881403345,-1.1294690649560328,1,10.3,0.2,0.3,0.024,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,49,hs_120,37.83511491995073,-0.9539005298029556,2,11.4,0.4,0.2,0.062,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,50,hs_1,37.97918166649245,-1.1542512174932587,1,13.7,0.2,0.2,0.027,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,50,hs_203,37.6909769,-1.0251307,1,504.5,0.5,0.2,0.333,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,51,hs_1,37.97918166649245,-1.1542512174932587,3,97.5,0.2,0.3,0.158,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,52,hs_1,37.97918166649245,-1.1542512174932587,2,31.7,0.1,0.3,0.062,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,52,hs_123,37.836208126839345,-1.1018347656187437,1,50.2,0.4,0.1,0.077,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,52,hs_159,37.63146336676194,-1.0416499045937115,1,141.9,0.6,0.2,0.182,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,53,hs_1,37.97918166649245,-1.1542512174932587,2,33.5,0.0,0.2,0.057,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,54,hs_0,37.87222609178602,-1.0917998074781925,1,296.2,0.4,0.3,0.323,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,54,hs_123,37.836208126839345,-1.1018347656187437,1,321.2,0.4,0.0,0.327,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,55,hs_1,37.97918166649245,-1.1542512174932587,1,109.0,0.2,0.5,0.122,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,55,hs_71,37.727588308780895,-1.1699777539724054,1,136.3,0.5,0.0,0.17,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,56,hs_41,37.86604881403345,-1.1294690649560328,2,10.2,0.3,0.3,0.054,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,57,hs_20,37.6050074882613,-0.9822946155772079,2,26.9,0.6,0.4,0.09,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,58,hs_192,41.3839602,2.178734,1,267.1,5.6,5.8,0.567,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,59,hs_128,37.82709941158428,-1.136564050046288,1,326.9,0.3,0.0,0.32,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,59,hs_5,37.89289870210942,-1.1406663674192485,1,13.2,0.1,0.1,0.02,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,60,hs_131,37.636442508993795,-1.006581514210889,1,407.9,0.5,0.3,0.333,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,60,hs_20,37.6050074882613,-0.9822946155772079,2,72.3,0.5,0.3,0.129,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,60,hs_3,37.6719802,-0.9750797,2,24.9,0.5,0.3,0.082,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,61,hs_1,37.97918166649245,-1.1542512174932587,2,221.0,0.0,0.4,0.245,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,62,hs_11,37.80561295795971,-0.8391029067357102,1,56.1,0.6,0.4,0.096,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,63,hs_23,37.701116,-1.0788417,1,36.0,0.6,0.3,0.076,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,63,hs_5,37.89289870210942,-1.1406663674192485,1,37.0,0.4,0.2,0.064,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,64,hs_1,37.97918166649245,-1.1542512174932587,1,41.8,0.1,0.3,0.048,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,64,hs_128,37.82709941158428,-1.136564050046288,1,38.2,0.3,0.1,0.058,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,65,hs_1,37.97918166649245,-1.1542512174932587,1,15.1,0.1,0.3,0.022,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,65,hs_128,37.82709941158428,-1.136564050046288,1,414.8,0.3,0.0,0.32,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,66,hs_1,37.97918166649245,-1.1542512174932587,2,377.1,0.1,0.3,0.33,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,67,hs_3,37.6719802,-0.9750797,2,22.0,0.6,0.4,0.086,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,68,hs_1,37.97918166649245,-1.1542512174932587,1,24.8,0.2,0.4,0.038,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,68,hs_50,38.02523979533528,-1.2427066276714414,1,588.1,0.1,0.5,0.307,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,69,hs_1,37.97918166649245,-1.1542512174932587,1,81.0,0.2,0.2,0.094,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,69,hs_5,37.89289870210942,-1.1406663674192485,1,83.0,0.2,0.2,0.096,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,70,hs_1,37.97918166649245,-1.1542512174932587,2,14.4,0.1,0.4,0.045,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,71,hs_1,37.97918166649245,-1.1542512174932587,4,146.9,0.1,0.3,0.224,"Murcia - Songonera la Seca (4 camiones, 100.0%)","Murcia - Covera (4 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,71,hs_183,37.819275826372724,-1.0284178570787041,1,15.2,0.7,0.2,0.062,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,72,hs_1,37.97918166649245,-1.1542512174932587,2,16.4,0.0,0.4,0.04,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,73,hs_17,37.807002712240546,-1.0016995608631607,1,13.7,0.4,0.4,0.04,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,73,hs_213,37.8183878,-0.8942486,1,110.4,0.5,0.4,0.144,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,74,hs_150,37.71305154236873,-1.1814960440101567,2,52.1,0.5,0.3,0.109,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,75,hs_1,37.97918166649245,-1.1542512174932587,2,59.7,0.0,0.2,0.083,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,76,hs_1,37.97918166649245,-1.1542512174932587,1,20.6,0.1,0.4,0.027,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,76,hs_34,37.81230689601693,-1.1324921859354042,1,58.0,0.4,0.2,0.085,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,77,hs_1,37.97918166649245,-1.1542512174932587,1,26.2,0.2,0.5,0.04,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,78,hs_1,37.97918166649245,-1.1542512174932587,1,43.8,0.1,0.3,0.05,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,78,hs_35,37.845952120730885,-1.1365858141545975,1,44.8,0.3,0.1,0.065,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,79,hs_1,37.97918166649245,-1.1542512174932587,1,537.9,0.1,0.7,0.307,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,79,hs_17,37.807002712240546,-1.0016995608631607,2,16.6,0.4,0.2,0.067,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,80,hs_1,37.97918166649245,-1.1542512174932587,2,38.6,0.0,0.2,0.062,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,81,hs_30,38.22691046070282,-1.3675796639146043,2,72.7,0.4,0.7,0.123,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,82,hs_1,37.97918166649245,-1.1542512174932587,1,11.8,0.1,0.4,0.018,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,82,hs_128,37.82709941158428,-1.136564050046288,1,310.0,0.4,0.2,0.327,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,83,hs_71,37.727588308780895,-1.1699777539724054,2,16.3,0.5,0.3,0.073,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,84,hs_1,37.97918166649245,-1.1542512174932587,1,44.3,0.1,0.4,0.051,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,84,hs_154,37.7857391,-1.0330632,1,35.7,0.5,0.2,0.069,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,85,hs_1,37.97918166649245,-1.1542512174932587,1,246.3,0.1,0.3,0.253,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,86,hs_1,37.97918166649245,-1.1542512174932587,2,31.6,0.2,0.3,0.068,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,87,hs_1,37.97918166649245,-1.1542512174932587,2,17.5,0.0,0.3,0.041,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,88,hs_110,38.0243665,-1.2817049,1,37.2,0.4,0.5,0.064,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,88,hs_214,38.0071822,-1.3388849,1,47.7,0.3,0.3,0.068,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,89,hs_10,37.619682559042715,-0.9576721890043246,1,390.6,0.5,0.5,0.333,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,90,hs_1,37.97918166649245,-1.1542512174932587,2,40.1,0.1,0.2,0.07,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,91,hs_71,37.727588308780895,-1.1699777539724054,3,49.4,0.4,0.4,0.123,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,92,hs_1,37.97918166649245,-1.1542512174932587,1,122.3,0.0,0.6,0.122,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,93,hs_1,37.97918166649245,-1.1542512174932587,1,508.5,0.2,0.4,0.313,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,93,hs_41,37.86604881403345,-1.1294690649560328,1,14.6,0.3,0.3,0.035,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,94,hs_60,37.6816907197832,-1.0887888428601211,2,195.9,0.5,0.3,0.253,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,95,hs_16,38.08564812774411,-1.2283547885679742,1,17.7,0.2,0.8,0.031,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,95,hs_76,38.1070674,-1.2112772,1,185.0,0.2,0.9,0.198,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
